Model,Distance,Num_Rounds,Noise_Model,Run,Shots,Stim_Error_Rate,Stim_Error_Type,Weight_Noise,Logical_Error_Rate,Total_Shots,Logical_Errors,Timestamp
GraphMamba,5,5,forte-1,3,1000,0.05,X,realistic/dp0.005_mf0.02_rf0.02_gd0.015,0.158,1000,158,20260426_073503
MWPM+GraphMamba,5,5,forte-1,3,1000,0.05,X,realistic/dp0.005_mf0.02_rf0.02_gd0.015,0.112,1000,112,20260426_073503
CNN,5,5,forte-1,3,1000,0.005,X,realistic/dp0.01_mf0.05_rf0.05_gd0.01,0.183,1000,183,20260426_073503
MWPM+CNN,5,5,forte-1,3,1000,0.005,X,realistic/dp0.01_mf0.05_rf0.05_gd0.01,0.114,1000,114,20260426_073503
CNN,5,5,forte-1,3,1000,0.01,X,realistic/dp0.01_mf0.05_rf0.05_gd0.01,0.186,1000,186,20260426_073503
MWPM+CNN,5,5,forte-1,3,1000,0.01,X,realistic/dp0.01_mf0.05_rf0.05_gd0.01,0.113,1000,113,20260426_073503
CNN,5,5,forte-1,3,1000,0.05,X,realistic/dp0.01_mf0.05_rf0.05_gd0.01,0.185,1000,185,20260426_073503
MWPM+CNN,5,5,forte-1,3,1000,0.05,X,realistic/dp0.01_mf0.05_rf0.05_gd0.01,0.119,1000,119,20260426_073503
GCNII,5,5,forte-1,3,1000,0.005,X,realistic/dp0.01_mf0.05_rf0.05_gd0.01,0.829,1000,829,20260426_073503
MWPM+GCNII,5,5,forte-1,3,1000,0.005,X,realistic/dp0.01_mf0.05_rf0.05_gd0.01,0.232,1000,232,20260426_073503
GCNII,5,5,forte-1,3,1000,0.01,X,realistic/dp0.01_mf0.05_rf0.05_gd0.01,0.829,1000,829,20260426_073503
MWPM+GCNII,5,5,forte-1,3,1000,0.01,X,realistic/dp0.01_mf0.05_rf0.05_gd0.01,0.232,1000,232,20260426_073503
GCNII,5,5,forte-1,3,1000,0.05,X,realistic/dp0.01_mf0.05_rf0.05_gd0.01,0.829,1000,829,20260426_073503
MWPM+GCNII,5,5,forte-1,3,1000,0.05,X,realistic/dp0.01_mf0.05_rf0.05_gd0.01,0.232,1000,232,20260426_073503
APPNP,5,5,forte-1,3,1000,0.005,X,realistic/dp0.01_mf0.05_rf0.05_gd0.01,0.171,1000,171,20260426_073503
MWPM+APPNP,5,5,forte-1,3,1000,0.005,X,realistic/dp0.01_mf0.05_rf0.05_gd0.01,0.112,1000,112,20260426_073503
APPNP,5,5,forte-1,3,1000,0.01,X,realistic/dp0.01_mf0.05_rf0.05_gd0.01,0.219,1000,219,20260426_073503
MWPM+APPNP,5,5,forte-1,3,1000,0.01,X,realistic/dp0.01_mf0.05_rf0.05_gd0.01,0.128,1000,128,20260426_073503
APPNP,5,5,forte-1,3,1000,0.05,X,realistic/dp0.01_mf0.05_rf0.05_gd0.01,0.829,1000,829,20260426_073503
MWPM+APPNP,5,5,forte-1,3,1000,0.05,X,realistic/dp0.01_mf0.05_rf0.05_gd0.01,0.232,1000,232,20260426_073503
GraphTransformer,5,5,forte-1,3,1000,0.005,X,realistic/dp0.01_mf0.05_rf0.05_gd0.01,0.169,1000,169,20260426_073503
MWPM+GraphTransformer,5,5,forte-1,3,1000,0.005,X,realistic/dp0.01_mf0.05_rf0.05_gd0.01,0.113,1000,113,20260426_073503
GraphTransformer,5,5,forte-1,3,1000,0.01,X,realistic/dp0.01_mf0.05_rf0.05_gd0.01,0.171,1000,171,20260426_073503
MWPM+GraphTransformer,5,5,forte-1,3,1000,0.01,X,realistic/dp0.01_mf0.05_rf0.05_gd0.01,0.112,1000,112,20260426_073503
GraphTransformer,5,5,forte-1,3,1000,0.05,X,realistic/dp0.01_mf0.05_rf0.05_gd0.01,0.171,1000,171,20260426_073503
MWPM+GraphTransformer,5,5,forte-1,3,1000,0.05,X,realistic/dp0.01_mf0.05_rf0.05_gd0.01,0.112,1000,112,20260426_073503
GCN,5,5,forte-1,3,1000,0.005,X,realistic/dp0.01_mf0.05_rf0.05_gd0.01,0.828,1000,828,20260426_073503
MWPM+GCN,5,5,forte-1,3,1000,0.005,X,realistic/dp0.01_mf0.05_rf0.05_gd0.01,0.232,1000,232,20260426_073503
GCN,5,5,forte-1,3,1000,0.01,X,realistic/dp0.01_mf0.05_rf0.05_gd0.01,0.171,1000,171,20260426_073503
MWPM+GCN,5,5,forte-1,3,1000,0.01,X,realistic/dp0.01_mf0.05_rf0.05_gd0.01,0.112,1000,112,20260426_073503
GCN,5,5,forte-1,3,1000,0.05,X,realistic/dp0.01_mf0.05_rf0.05_gd0.01,0.829,1000,829,20260426_073503
MWPM+GCN,5,5,forte-1,3,1000,0.05,X,realistic/dp0.01_mf0.05_rf0.05_gd0.01,0.232,1000,232,20260426_073503
GAT,5,5,forte-1,3,1000,0.005,X,realistic/dp0.01_mf0.05_rf0.05_gd0.01,0.187,1000,187,20260426_073503
MWPM+GAT,5,5,forte-1,3,1000,0.005,X,realistic/dp0.01_mf0.05_rf0.05_gd0.01,0.119,1000,119,20260426_073503
GAT,5,5,forte-1,3,1000,0.01,X,realistic/dp0.01_mf0.05_rf0.05_gd0.01,0.364,1000,364,20260426_073503
MWPM+GAT,5,5,forte-1,3,1000,0.01,X,realistic/dp0.01_mf0.05_rf0.05_gd0.01,0.151,1000,151,20260426_073503
GAT,5,5,forte-1,3,1000,0.05,X,realistic/dp0.01_mf0.05_rf0.05_gd0.01,0.201,1000,201,20260426_073503
MWPM+GAT,5,5,forte-1,3,1000,0.05,X,realistic/dp0.01_mf0.05_rf0.05_gd0.01,0.115,1000,115,20260426_073503
GNN,5,5,forte-1,3,1000,0.005,X,realistic/dp0.01_mf0.05_rf0.05_gd0.01,0.313,1000,313,20260426_073503
MWPM+GNN,5,5,forte-1,3,1000,0.005,X,realistic/dp0.01_mf0.05_rf0.05_gd0.01,0.147,1000,147,20260426_073503
GNN,5,5,forte-1,3,1000,0.01,X,realistic/dp0.01_mf0.05_rf0.05_gd0.01,0.41,1000,410,20260426_073503
MWPM+GNN,5,5,forte-1,3,1000,0.01,X,realistic/dp0.01_mf0.05_rf0.05_gd0.01,0.149,1000,149,20260426_073503
GNN,5,5,forte-1,3,1000,0.05,X,realistic/dp0.01_mf0.05_rf0.05_gd0.01,0.686,1000,686,20260426_073503
MWPM+GNN,5,5,forte-1,3,1000,0.05,X,realistic/dp0.01_mf0.05_rf0.05_gd0.01,0.22,1000,220,20260426_073503
GraphMamba,5,5,forte-1,3,1000,0.005,X,realistic/dp0.01_mf0.05_rf0.05_gd0.01,0.168,1000,168,20260426_073503
MWPM+GraphMamba,5,5,forte-1,3,1000,0.005,X,realistic/dp0.01_mf0.05_rf0.05_gd0.01,0.112,1000,112,20260426_073503
GraphMamba,5,5,forte-1,3,1000,0.01,X,realistic/dp0.01_mf0.05_rf0.05_gd0.01,0.168,1000,168,20260426_073503
MWPM+GraphMamba,5,5,forte-1,3,1000,0.01,X,realistic/dp0.01_mf0.05_rf0.05_gd0.01,0.111,1000,111,20260426_073503
GraphMamba,5,5,forte-1,3,1000,0.05,X,realistic/dp0.01_mf0.05_rf0.05_gd0.01,0.157,1000,157,20260426_073503
MWPM+GraphMamba,5,5,forte-1,3,1000,0.05,X,realistic/dp0.01_mf0.05_rf0.05_gd0.01,0.111,1000,111,20260426_073503
No_Correction,5,5,forte-1,4,1000,0.0,,,0.16,1000,160,20260426_073627
MWPM_Restriction,5,5,forte-1,4,1000,0.0,,,0.115,1000,115,20260426_073627
CNN,5,5,forte-1,4,1000,0.005,X,realistic/dp0.001_mf0.01_rf0.01_gd0.008,0.162,1000,162,20260426_073627
MWPM+CNN,5,5,forte-1,4,1000,0.005,X,realistic/dp0.001_mf0.01_rf0.01_gd0.008,0.115,1000,115,20260426_073627
CNN,5,5,forte-1,4,1000,0.01,X,realistic/dp0.001_mf0.01_rf0.01_gd0.008,0.165,1000,165,20260426_073627
MWPM+CNN,5,5,forte-1,4,1000,0.01,X,realistic/dp0.001_mf0.01_rf0.01_gd0.008,0.119,1000,119,20260426_073627
CNN,5,5,forte-1,4,1000,0.05,X,realistic/dp0.001_mf0.01_rf0.01_gd0.008,0.175,1000,175,20260426_073627
MWPM+CNN,5,5,forte-1,4,1000,0.05,X,realistic/dp0.001_mf0.01_rf0.01_gd0.008,0.118,1000,118,20260426_073627
GCNII,5,5,forte-1,4,1000,0.005,X,realistic/dp0.001_mf0.01_rf0.01_gd0.008,0.84,1000,840,20260426_073627
MWPM+GCNII,5,5,forte-1,4,1000,0.005,X,realistic/dp0.001_mf0.01_rf0.01_gd0.008,0.235,1000,235,20260426_073627
GCNII,5,5,forte-1,4,1000,0.01,X,realistic/dp0.001_mf0.01_rf0.01_gd0.008,0.84,1000,840,20260426_073627
MWPM+GCNII,5,5,forte-1,4,1000,0.01,X,realistic/dp0.001_mf0.01_rf0.01_gd0.008,0.235,1000,235,20260426_073627
GCNII,5,5,forte-1,4,1000,0.05,X,realistic/dp0.001_mf0.01_rf0.01_gd0.008,0.84,1000,840,20260426_073627
MWPM+GCNII,5,5,forte-1,4,1000,0.05,X,realistic/dp0.001_mf0.01_rf0.01_gd0.008,0.235,1000,235,20260426_073627
APPNP,5,5,forte-1,4,1000,0.005,X,realistic/dp0.001_mf0.01_rf0.01_gd0.008,0.84,1000,840,20260426_073627
MWPM+APPNP,5,5,forte-1,4,1000,0.005,X,realistic/dp0.001_mf0.01_rf0.01_gd0.008,0.235,1000,235,20260426_073627
APPNP,5,5,forte-1,4,1000,0.01,X,realistic/dp0.001_mf0.01_rf0.01_gd0.008,0.84,1000,840,20260426_073627
MWPM+APPNP,5,5,forte-1,4,1000,0.01,X,realistic/dp0.001_mf0.01_rf0.01_gd0.008,0.235,1000,235,20260426_073627
APPNP,5,5,forte-1,4,1000,0.05,X,realistic/dp0.001_mf0.01_rf0.01_gd0.008,0.295,1000,295,20260426_073627
MWPM+APPNP,5,5,forte-1,4,1000,0.05,X,realistic/dp0.001_mf0.01_rf0.01_gd0.008,0.179,1000,179,20260426_073627
GraphTransformer,5,5,forte-1,4,1000,0.005,X,realistic/dp0.001_mf0.01_rf0.01_gd0.008,0.151,1000,151,20260426_073627
MWPM+GraphTransformer,5,5,forte-1,4,1000,0.005,X,realistic/dp0.001_mf0.01_rf0.01_gd0.008,0.112,1000,112,20260426_073627
GraphTransformer,5,5,forte-1,4,1000,0.01,X,realistic/dp0.001_mf0.01_rf0.01_gd0.008,0.151,1000,151,20260426_073627
MWPM+GraphTransformer,5,5,forte-1,4,1000,0.01,X,realistic/dp0.001_mf0.01_rf0.01_gd0.008,0.113,1000,113,20260426_073627
GraphTransformer,5,5,forte-1,4,1000,0.05,X,realistic/dp0.001_mf0.01_rf0.01_gd0.008,0.155,1000,155,20260426_073627
MWPM+GraphTransformer,5,5,forte-1,4,1000,0.05,X,realistic/dp0.001_mf0.01_rf0.01_gd0.008,0.114,1000,114,20260426_073627
GCN,5,5,forte-1,4,1000,0.005,X,realistic/dp0.001_mf0.01_rf0.01_gd0.008,0.272,1000,272,20260426_073627
MWPM+GCN,5,5,forte-1,4,1000,0.005,X,realistic/dp0.001_mf0.01_rf0.01_gd0.008,0.144,1000,144,20260426_073627
GCN,5,5,forte-1,4,1000,0.01,X,realistic/dp0.001_mf0.01_rf0.01_gd0.008,0.423,1000,423,20260426_073627
MWPM+GCN,5,5,forte-1,4,1000,0.01,X,realistic/dp0.001_mf0.01_rf0.01_gd0.008,0.146,1000,146,20260426_073627
GCN,5,5,forte-1,4,1000,0.05,X,realistic/dp0.001_mf0.01_rf0.01_gd0.008,0.215,1000,215,20260426_073627
MWPM+GCN,5,5,forte-1,4,1000,0.05,X,realistic/dp0.001_mf0.01_rf0.01_gd0.008,0.133,1000,133,20260426_073627
GAT,5,5,forte-1,4,1000,0.005,X,realistic/dp0.001_mf0.01_rf0.01_gd0.008,0.173,1000,173,20260426_073627
MWPM+GAT,5,5,forte-1,4,1000,0.005,X,realistic/dp0.001_mf0.01_rf0.01_gd0.008,0.118,1000,118,20260426_073627
GAT,5,5,forte-1,4,1000,0.01,X,realistic/dp0.001_mf0.01_rf0.01_gd0.008,0.174,1000,174,20260426_073627
MWPM+GAT,5,5,forte-1,4,1000,0.01,X,realistic/dp0.001_mf0.01_rf0.01_gd0.008,0.116,1000,116,20260426_073627
GAT,5,5,forte-1,4,1000,0.05,X,realistic/dp0.001_mf0.01_rf0.01_gd0.008,0.353,1000,353,20260426_073627
MWPM+GAT,5,5,forte-1,4,1000,0.05,X,realistic/dp0.001_mf0.01_rf0.01_gd0.008,0.159,1000,159,20260426_073627
GNN,5,5,forte-1,4,1000,0.005,X,realistic/dp0.001_mf0.01_rf0.01_gd0.008,0.748,1000,748,20260426_073627
MWPM+GNN,5,5,forte-1,4,1000,0.005,X,realistic/dp0.001_mf0.01_rf0.01_gd0.008,0.217,1000,217,20260426_073627
GNN,5,5,forte-1,4,1000,0.01,X,realistic/dp0.001_mf0.01_rf0.01_gd0.008,0.561,1000,561,20260426_073627
MWPM+GNN,5,5,forte-1,4,1000,0.01,X,realistic/dp0.001_mf0.01_rf0.01_gd0.008,0.178,1000,178,20260426_073627
GNN,5,5,forte-1,4,1000,0.05,X,realistic/dp0.001_mf0.01_rf0.01_gd0.008,0.728,1000,728,20260426_073627
MWPM+GNN,5,5,forte-1,4,1000,0.05,X,realistic/dp0.001_mf0.01_rf0.01_gd0.008,0.209,1000,209,20260426_073627
GraphMamba,5,5,forte-1,4,1000,0.005,X,realistic/dp0.001_mf0.01_rf0.01_gd0.008,0.148,1000,148,20260426_073627
MWPM+GraphMamba,5,5,forte-1,4,1000,0.005,X,realistic/dp0.001_mf0.01_rf0.01_gd0.008,0.112,1000,112,20260426_073627
GraphMamba,5,5,forte-1,4,1000,0.01,X,realistic/dp0.001_mf0.01_rf0.01_gd0.008,0.148,1000,148,20260426_073627
MWPM+GraphMamba,5,5,forte-1,4,1000,0.01,X,realistic/dp0.001_mf0.01_rf0.01_gd0.008,0.112,1000,112,20260426_073627
GraphMamba,5,5,forte-1,4,1000,0.05,X,realistic/dp0.001_mf0.01_rf0.01_gd0.008,0.145,1000,145,20260426_073627
MWPM+GraphMamba,5,5,forte-1,4,1000,0.05,X,realistic/dp0.001_mf0.01_rf0.01_gd0.008,0.109,1000,109,20260426_073627
CNN,5,5,forte-1,4,1000,0.005,X,realistic/dp0.005_mf0.02_rf0.02_gd0.015,0.18,1000,180,20260426_073627
MWPM+CNN,5,5,forte-1,4,1000,0.005,X,realistic/dp0.005_mf0.02_rf0.02_gd0.015,0.123,1000,123,20260426_073627
CNN,5,5,forte-1,4,1000,0.01,X,realistic/dp0.005_mf0.02_rf0.02_gd0.015,0.18,1000,180,20260426_073627
MWPM+CNN,5,5,forte-1,4,1000,0.01,X,realistic/dp0.005_mf0.02_rf0.02_gd0.015,0.122,1000,122,20260426_073627
CNN,5,5,forte-1,4,1000,0.05,X,realistic/dp0.005_mf0.02_rf0.02_gd0.015,0.179,1000,179,20260426_073627
MWPM+CNN,5,5,forte-1,4,1000,0.05,X,realistic/dp0.005_mf0.02_rf0.02_gd0.015,0.118,1000,118,20260426_073627
GCNII,5,5,forte-1,4,1000,0.005,X,realistic/dp0.005_mf0.02_rf0.02_gd0.015,0.84,1000,840,20260426_073627
MWPM+GCNII,5,5,forte-1,4,1000,0.005,X,realistic/dp0.005_mf0.02_rf0.02_gd0.015,0.235,1000,235,20260426_073627
GCNII,5,5,forte-1,4,1000,0.01,X,realistic/dp0.005_mf0.02_rf0.02_gd0.015,0.16,1000,160,20260426_073627
MWPM+GCNII,5,5,forte-1,4,1000,0.01,X,realistic/dp0.005_mf0.02_rf0.02_gd0.015,0.115,1000,115,20260426_073627
GCNII,5,5,forte-1,4,1000,0.05,X,realistic/dp0.005_mf0.02_rf0.02_gd0.015,0.16,1000,160,20260426_073627
MWPM+GCNII,5,5,forte-1,4,1000,0.05,X,realistic/dp0.005_mf0.02_rf0.02_gd0.015,0.115,1000,115,20260426_073627
APPNP,5,5,forte-1,4,1000,0.005,X,realistic/dp0.005_mf0.02_rf0.02_gd0.015,0.16,1000,160,20260426_073627
MWPM+APPNP,5,5,forte-1,4,1000,0.005,X,realistic/dp0.005_mf0.02_rf0.02_gd0.015,0.115,1000,115,20260426_073627
APPNP,5,5,forte-1,4,1000,0.01,X,realistic/dp0.005_mf0.02_rf0.02_gd0.015,0.667,1000,667,20260426_073627
MWPM+APPNP,5,5,forte-1,4,1000,0.01,X,realistic/dp0.005_mf0.02_rf0.02_gd0.015,0.185,1000,185,20260426_073627
APPNP,5,5,forte-1,4,1000,0.05,X,realistic/dp0.005_mf0.02_rf0.02_gd0.015,0.833,1000,833,20260426_073627
MWPM+APPNP,5,5,forte-1,4,1000,0.05,X,realistic/dp0.005_mf0.02_rf0.02_gd0.015,0.228,1000,228,20260426_073627
GraphTransformer,5,5,forte-1,4,1000,0.005,X,realistic/dp0.005_mf0.02_rf0.02_gd0.015,0.16,1000,160,20260426_073627
MWPM+GraphTransformer,5,5,forte-1,4,1000,0.005,X,realistic/dp0.005_mf0.02_rf0.02_gd0.015,0.115,1000,115,20260426_073627
GraphTransformer,5,5,forte-1,4,1000,0.01,X,realistic/dp0.005_mf0.02_rf0.02_gd0.015,0.153,1000,153,20260426_073627
MWPM+GraphTransformer,5,5,forte-1,4,1000,0.01,X,realistic/dp0.005_mf0.02_rf0.02_gd0.015,0.114,1000,114,20260426_073627
GraphTransformer,5,5,forte-1,4,1000,0.05,X,realistic/dp0.005_mf0.02_rf0.02_gd0.015,0.157,1000,157,20260426_073627
MWPM+GraphTransformer,5,5,forte-1,4,1000,0.05,X,realistic/dp0.005_mf0.02_rf0.02_gd0.015,0.114,1000,114,20260426_073627
GCN,5,5,forte-1,4,1000,0.005,X,realistic/dp0.005_mf0.02_rf0.02_gd0.015,0.838,1000,838,20260426_073627
MWPM+GCN,5,5,forte-1,4,1000,0.005,X,realistic/dp0.005_mf0.02_rf0.02_gd0.015,0.234,1000,234,20260426_073627
GCN,5,5,forte-1,4,1000,0.01,X,realistic/dp0.005_mf0.02_rf0.02_gd0.015,0.606,1000,606,20260426_073627
MWPM+GCN,5,5,forte-1,4,1000,0.01,X,realistic/dp0.005_mf0.02_rf0.02_gd0.015,0.205,1000,205,20260426_073627
GCN,5,5,forte-1,4,1000,0.05,X,realistic/dp0.005_mf0.02_rf0.02_gd0.015,0.827,1000,827,20260426_073627
MWPM+GCN,5,5,forte-1,4,1000,0.05,X,realistic/dp0.005_mf0.02_rf0.02_gd0.015,0.229,1000,229,20260426_073627
GAT,5,5,forte-1,4,1000,0.005,X,realistic/dp0.005_mf0.02_rf0.02_gd0.015,0.186,1000,186,20260426_073627
MWPM+GAT,5,5,forte-1,4,1000,0.005,X,realistic/dp0.005_mf0.02_rf0.02_gd0.015,0.122,1000,122,20260426_073627
GAT,5,5,forte-1,4,1000,0.01,X,realistic/dp0.005_mf0.02_rf0.02_gd0.015,0.226,1000,226,20260426_073627
MWPM+GAT,5,5,forte-1,4,1000,0.01,X,realistic/dp0.005_mf0.02_rf0.02_gd0.015,0.131,1000,131,20260426_073627
GAT,5,5,forte-1,4,1000,0.05,X,realistic/dp0.005_mf0.02_rf0.02_gd0.015,0.196,1000,196,20260426_073627
MWPM+GAT,5,5,forte-1,4,1000,0.05,X,realistic/dp0.005_mf0.02_rf0.02_gd0.015,0.125,1000,125,20260426_073627
GNN,5,5,forte-1,4,1000,0.005,X,realistic/dp0.005_mf0.02_rf0.02_gd0.015,0.414,1000,414,20260426_073627
MWPM+GNN,5,5,forte-1,4,1000,0.005,X,realistic/dp0.005_mf0.02_rf0.02_gd0.015,0.159,1000,159,20260426_073627
GNN,5,5,forte-1,4,1000,0.01,X,realistic/dp0.005_mf0.02_rf0.02_gd0.015,0.335,1000,335,20260426_073627
MWPM+GNN,5,5,forte-1,4,1000,0.01,X,realistic/dp0.005_mf0.02_rf0.02_gd0.015,0.151,1000,151,20260426_073627
GNN,5,5,forte-1,4,1000,0.05,X,realistic/dp0.005_mf0.02_rf0.02_gd0.015,0.16,1000,160,20260426_073627
MWPM+GNN,5,5,forte-1,4,1000,0.05,X,realistic/dp0.005_mf0.02_rf0.02_gd0.015,0.115,1000,115,20260426_073627
GraphMamba,5,5,forte-1,4,1000,0.005,X,realistic/dp0.005_mf0.02_rf0.02_gd0.015,0.153,1000,153,20260426_073627
MWPM+GraphMamba,5,5,forte-1,4,1000,0.005,X,realistic/dp0.005_mf0.02_rf0.02_gd0.015,0.112,1000,112,20260426_073627
GraphMamba,5,5,forte-1,4,1000,0.01,X,realistic/dp0.005_mf0.02_rf0.02_gd0.015,0.15,1000,150,20260426_073627
MWPM+GraphMamba,5,5,forte-1,4,1000,0.01,X,realistic/dp0.005_mf0.02_rf0.02_gd0.015,0.11,1000,110,20260426_073627
GraphMamba,5,5,forte-1,4,1000,0.05,X,realistic/dp0.005_mf0.02_rf0.02_gd0.015,0.145,1000,145,20260426_073627
MWPM+GraphMamba,5,5,forte-1,4,1000,0.05,X,realistic/dp0.005_mf0.02_rf0.02_gd0.015,0.109,1000,109,20260426_073627
CNN,5,5,forte-1,4,1000,0.005,X,realistic/dp0.01_mf0.05_rf0.05_gd0.01,0.177,1000,177,20260426_073627
MWPM+CNN,5,5,forte-1,4,1000,0.005,X,realistic/dp0.01_mf0.05_rf0.05_gd0.01,0.122,1000,122,20260426_073627
CNN,5,5,forte-1,4,1000,0.01,X,realistic/dp0.01_mf0.05_rf0.05_gd0.01,0.167,1000,167,20260426_073627
MWPM+CNN,5,5,forte-1,4,1000,0.01,X,realistic/dp0.01_mf0.05_rf0.05_gd0.01,0.117,1000,117,20260426_073627
CNN,5,5,forte-1,4,1000,0.05,X,realistic/dp0.01_mf0.05_rf0.05_gd0.01,0.178,1000,178,20260426_073627
MWPM+CNN,5,5,forte-1,4,1000,0.05,X,realistic/dp0.01_mf0.05_rf0.05_gd0.01,0.124,1000,124,20260426_073627
GCNII,5,5,forte-1,4,1000,0.005,X,realistic/dp0.01_mf0.05_rf0.05_gd0.01,0.84,1000,840,20260426_073627
MWPM+GCNII,5,5,forte-1,4,1000,0.005,X,realistic/dp0.01_mf0.05_rf0.05_gd0.01,0.235,1000,235,20260426_073627
GCNII,5,5,forte-1,4,1000,0.01,X,realistic/dp0.01_mf0.05_rf0.05_gd0.01,0.84,1000,840,20260426_073627
MWPM+GCNII,5,5,forte-1,4,1000,0.01,X,realistic/dp0.01_mf0.05_rf0.05_gd0.01,0.235,1000,235,20260426_073627
GCNII,5,5,forte-1,4,1000,0.05,X,realistic/dp0.01_mf0.05_rf0.05_gd0.01,0.84,1000,840,20260426_073627
MWPM+GCNII,5,5,forte-1,4,1000,0.05,X,realistic/dp0.01_mf0.05_rf0.05_gd0.01,0.235,1000,235,20260426_073627
APPNP,5,5,forte-1,4,1000,0.005,X,realistic/dp0.01_mf0.05_rf0.05_gd0.01,0.16,1000,160,20260426_073627
MWPM+APPNP,5,5,forte-1,4,1000,0.005,X,realistic/dp0.01_mf0.05_rf0.05_gd0.01,0.115,1000,115,20260426_073627
APPNP,5,5,forte-1,4,1000,0.01,X,realistic/dp0.01_mf0.05_rf0.05_gd0.01,0.23,1000,230,20260426_073627
MWPM+APPNP,5,5,forte-1,4,1000,0.01,X,realistic/dp0.01_mf0.05_rf0.05_gd0.01,0.131,1000,131,20260426_073627
APPNP,5,5,forte-1,4,1000,0.05,X,realistic/dp0.01_mf0.05_rf0.05_gd0.01,0.84,1000,840,20260426_073627
MWPM+APPNP,5,5,forte-1,4,1000,0.05,X,realistic/dp0.01_mf0.05_rf0.05_gd0.01,0.235,1000,235,20260426_073627
GraphTransformer,5,5,forte-1,4,1000,0.005,X,realistic/dp0.01_mf0.05_rf0.05_gd0.01,0.159,1000,159,20260426_073627
MWPM+GraphTransformer,5,5,forte-1,4,1000,0.005,X,realistic/dp0.01_mf0.05_rf0.05_gd0.01,0.115,1000,115,20260426_073627
GraphTransformer,5,5,forte-1,4,1000,0.01,X,realistic/dp0.01_mf0.05_rf0.05_gd0.01,0.16,1000,160,20260426_073627
MWPM+GraphTransformer,5,5,forte-1,4,1000,0.01,X,realistic/dp0.01_mf0.05_rf0.05_gd0.01,0.115,1000,115,20260426_073627
GraphTransformer,5,5,forte-1,4,1000,0.05,X,realistic/dp0.01_mf0.05_rf0.05_gd0.01,0.159,1000,159,20260426_073627
MWPM+GraphTransformer,5,5,forte-1,4,1000,0.05,X,realistic/dp0.01_mf0.05_rf0.05_gd0.01,0.114,1000,114,20260426_073627
GCN,5,5,forte-1,4,1000,0.005,X,realistic/dp0.01_mf0.05_rf0.05_gd0.01,0.84,1000,840,20260426_073627
MWPM+GCN,5,5,forte-1,4,1000,0.005,X,realistic/dp0.01_mf0.05_rf0.05_gd0.01,0.235,1000,235,20260426_073627
GCN,5,5,forte-1,4,1000,0.01,X,realistic/dp0.01_mf0.05_rf0.05_gd0.01,0.16,1000,160,20260426_073627
MWPM+GCN,5,5,forte-1,4,1000,0.01,X,realistic/dp0.01_mf0.05_rf0.05_gd0.01,0.115,1000,115,20260426_073627
GCN,5,5,forte-1,4,1000,0.05,X,realistic/dp0.01_mf0.05_rf0.05_gd0.01,0.84,1000,840,20260426_073627
MWPM+GCN,5,5,forte-1,4,1000,0.05,X,realistic/dp0.01_mf0.05_rf0.05_gd0.01,0.235,1000,235,20260426_073627
GAT,5,5,forte-1,4,1000,0.005,X,realistic/dp0.01_mf0.05_rf0.05_gd0.01,0.176,1000,176,20260426_073627
MWPM+GAT,5,5,forte-1,4,1000,0.005,X,realistic/dp0.01_mf0.05_rf0.05_gd0.01,0.119,1000,119,20260426_073627
GAT,5,5,forte-1,4,1000,0.01,X,realistic/dp0.01_mf0.05_rf0.05_gd0.01,0.387,1000,387,20260426_073627
MWPM+GAT,5,5,forte-1,4,1000,0.01,X,realistic/dp0.01_mf0.05_rf0.05_gd0.01,0.163,1000,163,20260426_073627
GAT,5,5,forte-1,4,1000,0.05,X,realistic/dp0.01_mf0.05_rf0.05_gd0.01,0.199,1000,199,20260426_073627
MWPM+GAT,5,5,forte-1,4,1000,0.05,X,realistic/dp0.01_mf0.05_rf0.05_gd0.01,0.132,1000,132,20260426_073627
GNN,5,5,forte-1,4,1000,0.005,X,realistic/dp0.01_mf0.05_rf0.05_gd0.01,0.306,1000,306,20260426_073627
MWPM+GNN,5,5,forte-1,4,1000,0.005,X,realistic/dp0.01_mf0.05_rf0.05_gd0.01,0.143,1000,143,20260426_073627
GNN,5,5,forte-1,4,1000,0.01,X,realistic/dp0.01_mf0.05_rf0.05_gd0.01,0.418,1000,418,20260426_073627
MWPM+GNN,5,5,forte-1,4,1000,0.01,X,realistic/dp0.01_mf0.05_rf0.05_gd0.01,0.162,1000,162,20260426_073627
GNN,5,5,forte-1,4,1000,0.05,X,realistic/dp0.01_mf0.05_rf0.05_gd0.01,0.701,1000,701,20260426_073627
MWPM+GNN,5,5,forte-1,4,1000,0.05,X,realistic/dp0.01_mf0.05_rf0.05_gd0.01,0.226,1000,226,20260426_073627
GraphMamba,5,5,forte-1,4,1000,0.005,X,realistic/dp0.01_mf0.05_rf0.05_gd0.01,0.16,1000,160,20260426_073627
MWPM+GraphMamba,5,5,forte-1,4,1000,0.005,X,realistic/dp0.01_mf0.05_rf0.05_gd0.01,0.116,1000,116,20260426_073627
GraphMamba,5,5,forte-1,4,1000,0.01,X,realistic/dp0.01_mf0.05_rf0.05_gd0.01,0.156,1000,156,20260426_073627
MWPM+GraphMamba,5,5,forte-1,4,1000,0.01,X,realistic/dp0.01_mf0.05_rf0.05_gd0.01,0.114,1000,114,20260426_073627
